Title,Author,Date,Excerpt,Excerpt_cleaned,Excerpt_tokens,polarity,sentiment
"At 22.90%, Nigeria's stock market offers world's best return",Iheanyi Nwachukwu,"Jan 19, 2024","…Equities value crosses N50trn mark …NGX-ASI surpasses 91,000 points At 22.90 percent, the stock market of Africa’s largest economy offers...",…equities value cross n50trn mark …ngxasi surpasses 91000 point 2290 percent stock market africa ’ largest economy offer,"['…equities', 'value', 'cross', 'n50trn', 'mark', '…ngxasi', 'surpasses', '91000', 'point', '2290', 'percent', 'stock', 'market', 'africa', '’', 'largest', 'economy', 'offer']",0.0,Neutral
Nigerians buy more noodles as rice gets pricier,Bunmi Bailey,"Jan 19, 2024","…Sales hit six-year high The sales of noodles in Nigeria increased by more than a third last year, new data...",…sales hit sixyear high sale noodle nigeria increased third last year new data,"['…sales', 'hit', 'sixyear', 'high', 'sale', 'noodle', 'nigeria', 'increased', 'third', 'last', 'year', 'new', 'data']",0.0740909090909091,Neutral
AFCON: Troost-Ekong penalty hands Nigeria vital 1-0 win over Ivory Coast,Anthony Nlebem,"Jan 18, 2024",Super Eagles defender William Troost-Ekong scored from the penalty to give Nigeria a vital 1-0 win over hosts Ivory Coast...,super eagle defender william troostekong scored penalty give nigeria vital 10 win host ivory coast,"['super', 'eagle', 'defender', 'william', 'troostekong', 'scored', 'penalty', 'give', 'nigeria', 'vital', '10', 'win', 'host', 'ivory', 'coast']",0.41111111111111115,Positive
"Makinde confirms foreign role in Ibadan explosion, seeks tougher control",Taofeek Oyedokun,"Jan 18, 2024","Adeyi Avenue residents in Bodija, Ibadan, Oyo State, attribute Tuesday night’s explosion in the ancient city to the activities of...",adeyi avenue resident bodija ibadan oyo state attribute tuesday night ’ explosion ancient city activity,"['adeyi', 'avenue', 'resident', 'bodija', 'ibadan', 'oyo', 'state', 'attribute', 'tuesday', 'night', '’', 'explosion', 'ancient', 'city', 'activity']",0.0,Neutral
Court grants Emefiele permission to travel,Godsgift Onyedinefu,"Jan 18, 2024","The Federal Capital Territory High Court on Thursday approved the request of Godwin Emefiele, ex-Governor of the Central Bank of...",federal capital territory high court thursday approved request godwin emefiele exgovernor central bank,"['federal', 'capital', 'territory', 'high', 'court', 'thursday', 'approved', 'request', 'godwin', 'emefiele', 'exgovernor', 'central', 'bank']",0.08,Neutral
"Nigeria stock market becomes world's best, beats Argentina",Iheanyi Nwachukwu,"Jan 18, 2024","Nigeria’s stock market is now world’s best after Wednesday’s positive close helped the market to beat Argentina, a country it...",nigeria ’ stock market world ’ best wednesday ’ positive close helped market beat argentina country,"['nigeria', '’', 'stock', 'market', 'world', '’', 'best', 'wednesday', '’', 'positive', 'close', 'helped', 'market', 'beat', 'argentina', 'country']",0.6136363636363636,Positive
IOCs’ exit deals to test Tinubu’s investment drive,Oladehinde Oladipo,"Jan 18, 2024",The planned asset sales by international oil companies to local operators are expected to test President Bola Tinubu’s position as...,planned asset sale international oil company local operator expected test president bola tinubu ’ position,"['planned', 'asset', 'sale', 'international', 'oil', 'company', 'local', 'operator', 'expected', 'test', 'president', 'bola', 'tinubu', '’', 'position']",-0.03333333333333333,Neutral
"As Naira slumps, Nigeria eyes Eurobond issuance, $1.5bn from World Bank",Bunmi Bailey,"Jan 18, 2024",Nigeria is seeking as much as $1.5 billion from the World Bank to ease dollar shortages and may tap the...,nigeria seeking much 15 billion world bank ease dollar shortage may tap,"['nigeria', 'seeking', 'much', '15', 'billion', 'world', 'bank', 'ease', 'dollar', 'shortage', 'may', 'tap']",0.2,Positive
FG to pay N1.6trn electricity subsidy in 2024 as NERC's new tariff debuts,Cynthia Egboboh,"Jan 18, 2024",The Nigerian Electricity Regulatory Commission (NERC) has introduced a new electricity cost reflective tariff plan which has been effective since...,nigerian electricity regulatory commission nerc introduced new electricity cost reflective tariff plan effective since,"['nigerian', 'electricity', 'regulatory', 'commission', 'nerc', 'introduced', 'new', 'electricity', 'cost', 'reflective', 'tariff', 'plan', 'effective', 'since']",0.36818181818181817,Positive
Dangote Cement displaces Airtel as most valuable firm,Femi Asu,"Jan 17, 2024","Dangote Cement Plc extended its winning streak on Wednesday as its share price surged by 9.98 percent, overtaking Airtel Africa...",dangote cement plc extended winning streak wednesday share price surged 998 percent overtaking airtel africa,"['dangote', 'cement', 'plc', 'extended', 'winning', 'streak', 'wednesday', 'share', 'price', 'surged', '998', 'percent', 'overtaking', 'airtel', 'africa']",0.5,Positive
Nigeria among top destinations for greenfield project pledges in Africa,Bunmi Bailey,"Jan 17, 2024","Nigeria, Morocco and Kenya recorded strong growth in greenfield project announcements last year, according to the 2024 global investment trends...",nigeria morocco kenya recorded strong growth greenfield project announcement last year according 2024 global investment trend,"['nigeria', 'morocco', 'kenya', 'recorded', 'strong', 'growth', 'greenfield', 'project', 'announcement', 'last', 'year', 'according', '2024', 'global', 'investment', 'trend']",0.14444444444444446,Positive
"Ibadan explosion caused by illegal miners kills 2, injures 77 - Makinde",Chioma Onuh,"Jan 17, 2024",Governor Seyi Makinde of Oyo State has said that two persons and 77 others were injured in the explosion that...,governor seyi makinde oyo state said two person 77 others injured explosion,"['governor', 'seyi', 'makinde', 'oyo', 'state', 'said', 'two', 'person', '77', 'others', 'injured', 'explosion']",0.0,Neutral
Kidnap plague threatens Tinubu’s food security plan,Josephine Okojie,"Jan 17, 2024","President Bola Tinubu’s plan to boost food production and stabilise prices is being threatened as the rising spate of banditry,...",president bola tinubu ’ plan boost food production stabilise price threatened rising spate banditry,"['president', 'bola', 'tinubu', '’', 'plan', 'boost', 'food', 'production', 'stabilise', 'price', 'threatened', 'rising', 'spate', 'banditry']",0.0,Neutral
Nigerians resort to herbal concoctions on rising cost of drugs,Godsgift Onyedinefu,"Jan 17, 2024","As the prices of drugs continue to soar, many Nigerians are opting for cheaper traditional herbal concoctions to meet their...",price drug continue soar many nigerian opting cheaper traditional herbal concoction meet,"['price', 'drug', 'continue', 'soar', 'many', 'nigerian', 'opting', 'cheaper', 'traditional', 'herbal', 'concoction', 'meet']",0.25,Positive
CBN in silent mode as naira slide spreads pain,Lolade Akinmurele,"Jan 17, 2024",Nigeria’s lingering foreign exchange crisis doesn’t seem to bother the Central Bank of Nigeria (CBN) enough for Governor Olayemi Cardoso...,nigeria ’ lingering foreign exchange crisis ’ seem bother central bank nigeria cbn enough governor olayemi cardoso,"['nigeria', '’', 'lingering', 'foreign', 'exchange', 'crisis', '’', 'seem', 'bother', 'central', 'bank', 'nigeria', 'cbn', 'enough', 'governor', 'olayemi', 'cardoso']",-0.041666666666666664,Neutral
"Ibadan explosion: Residents call for medical help, blood donation",BusinessDay,"Jan 16, 2024","Residents of Ibadan, leaving around the Dejo Oyelese Street in Bódìjà Ibadan are are battling the aftermath of an explosion...",resident ibadan leaving around dejo oyelese street bódìjà ibadan battling aftermath explosion,"['resident', 'ibadan', 'leaving', 'around', 'dejo', 'oyelese', 'street', 'bódìjà', 'ibadan', 'battling', 'aftermath', 'explosion']",0.0,Neutral
Explosion rocks Ibadan,Chioma Onuh,"Jan 16, 2024","Residents of Ibadan, Oyo State are reporting loud explosions in the Bódìjà part of the state. Authorities in the state...",resident ibadan oyo state reporting loud explosion bódìjà part state authority state,"['resident', 'ibadan', 'oyo', 'state', 'reporting', 'loud', 'explosion', 'bódìjà', 'part', 'state', 'authority', 'state']",0.1,Neutral
Shell exits Nigeria's onshore oilfields in $2.4bn deal,Oladehinde Oladipo,"Jan 16, 2024","In a move signalling a shift away from onshore oil production, energy giant Shell has agreed to sell its Nigerian...",move signalling shift away onshore oil production energy giant shell agreed sell nigerian,"['move', 'signalling', 'shift', 'away', 'onshore', 'oil', 'production', 'energy', 'giant', 'shell', 'agreed', 'sell', 'nigerian']",0.0,Neutral
Will the price of petrol fall as Dangote refinery begins operations?,The Editorial Board,"Jan 16, 2024","Following the commencement of the 650,000 barrel per day production by the Dangote Petroleum Refinery on Friday, January 12, 2024,...",following commencement 650000 barrel per day production dangote petroleum refinery friday january 12 2024,"['following', 'commencement', '650000', 'barrel', 'per', 'day', 'production', 'dangote', 'petroleum', 'refinery', 'friday', 'january', '12', '2024']",0.0,Neutral
"Nigeria’s problem is low exports, not high imports",Lolade Akinmurele,"Jan 16, 2024","Wherever you look – imports or exports, Nigeria is punching well below its weight. BusinessDay’s report on Monday debunking the...",wherever look – import export nigeria punching well weight businessday ’ report monday debunking,"['wherever', 'look', '–', 'import', 'export', 'nigeria', 'punching', 'well', 'weight', 'businessday', '’', 'report', 'monday', 'debunking']",0.0,Neutral
Inflation nears 30% as uncertainty clouds MPC meeting,Hope Moses-Ashike,"Jan 16, 2024",…CBN intensifies liquidity tightening Nigeria’s headline inflation rate edged closer to 30 percent in December on the back of higher...,…cbn intensifies liquidity tightening nigeria ’ headline inflation rate edged closer 30 percent december back higher,"['…cbn', 'intensifies', 'liquidity', 'tightening', 'nigeria', '’', 'headline', 'inflation', 'rate', 'edged', 'closer', '30', 'percent', 'december', 'back', 'higher']",0.125,Positive
Dangote’s firms gain N514bn in market value after refinery startup,Femi Asu,"Jan 15, 2024",Three subsidiaries of Dangote Group listed on the Nigerian Exchange Limited (NGX) saw their combined market capitalisation rise by N513.69...,three subsidiary dangote group listed nigerian exchange limited ngx saw combined market capitalisation rise n51369,"['three', 'subsidiary', 'dangote', 'group', 'listed', 'nigerian', 'exchange', 'limited', 'ngx', 'saw', 'combined', 'market', 'capitalisation', 'rise', 'n51369']",-0.07142857142857142,Neutral
5 tech companies to drive health’s biggest growth,Temitayo Ayetoto-Oladehinde,"Jan 15, 2024","From mPharma’s revolutionary pharmacy network to Figorr’s cold-chain platform, these five tech healthcare companies are tackling the biggest challenges head-on,...",mpharma ’ revolutionary pharmacy network figorr ’ coldchain platform five tech healthcare company tackling biggest challenge headon,"['mpharma', '’', 'revolutionary', 'pharmacy', 'network', 'figorr', '’', 'coldchain', 'platform', 'five', 'tech', 'healthcare', 'company', 'tackling', 'biggest', 'challenge', 'headon']",0.0,Neutral
Adebayo Ogunlesi's journey to success stokes discussions on Nigeria's social mobility,Bethel Olujobi,"Jan 15, 2024",The recent acquisition of Adebayo Ogunlesi‘s Global Infrastructure Partners (GIP) by BlackRock for $12.5 billion has sparked conversations and concerns...,recent acquisition adebayo ogunlesi ‘ global infrastructure partner gip blackrock 125 billion sparked conversation concern,"['recent', 'acquisition', 'adebayo', 'ogunlesi', '‘', 'global', 'infrastructure', 'partner', 'gip', 'blackrock', '125', 'billion', 'sparked', 'conversation', 'concern']",0.0,Neutral
"Nigeria’s inflation exceeds 18-year high, hits 28.92% in December",Eniola Olatunji,"Jan 15, 2024","Nigerian consumer prices climbed at the fastest annual pace in 20 years in December, the National Bureau of Statistics reported...",nigerian consumer price climbed fastest annual pace 20 year december national bureau statistic reported,"['nigerian', 'consumer', 'price', 'climbed', 'fastest', 'annual', 'pace', '20', 'year', 'december', 'national', 'bureau', 'statistic', 'reported']",0.0,Neutral
"Conoil, Total Nigeria, 5 others get approval to sell Dangote fuel",Kelvin Okojie,"Jan 15, 2024","Oil marketing giants Conoil Plc, 11 Plc, Total Nigeria Plc, Ardova Plc, MRS Oil Nigeria Plc, OVH Energy Marketing Limited,...",oil marketing giant conoil plc 11 plc total nigeria plc ardova plc mr oil nigeria plc ovh energy marketing limited,"['oil', 'marketing', 'giant', 'conoil', 'plc', '11', 'plc', 'total', 'nigeria', 'plc', 'ardova', 'plc', 'mr', 'oil', 'nigeria', 'plc', 'ovh', 'energy', 'marketing', 'limited']",-0.023809523809523808,Neutral
Three charts show Nigeria is not import-dependent,Lolade Akinmurele,"Jan 15, 2024","Nigeria imports far less than it should be doing, yet the oil-producing nation of 200 million people can’t seem to...",nigeria import far less yet oilproducing nation 200 million people ’ seem,"['nigeria', 'import', 'far', 'less', 'yet', 'oilproducing', 'nation', '200', 'million', 'people', '’', 'seem']",-0.033333333333333326,Neutral
Security operatives not using NIN-SIM policy to track kidnappers - Pantami,Frank Eleanya,"Jan 15, 2024","Ali Isa Pantami, former Minister of Communications and Digital Economy has said that the inability to track and locate kidnappers,...",ali isa pantami former minister communication digital economy said inability track locate kidnapper,"['ali', 'isa', 'pantami', 'former', 'minister', 'communication', 'digital', 'economy', 'said', 'inability', 'track', 'locate', 'kidnapper']",0.0,Neutral
FG says borrowing from CBN won't violate law,Femi Asu,"Jan 14, 2024","The federal government will not borrow money from the Central Bank of Nigeria (CBN) unlawfully, Atiku Bagudu, minister of budget...",federal government borrow money central bank nigeria cbn unlawfully atiku bagudu minister budget,"['federal', 'government', 'borrow', 'money', 'central', 'bank', 'nigeria', 'cbn', 'unlawfully', 'atiku', 'bagudu', 'minister', 'budget']",0.0,Neutral
Idle Ajaokuta steel mill costs Nigeria N49bn,Oladehinde Oladipo,"Jan 14, 2024","In the face of poor performance and huge overheads, fixing Nigeria’s Ajaokuta Steel Mill has remained the promise of every...",face poor performance huge overhead fixing nigeria ’ ajaokuta steel mill remained promise every,"['face', 'poor', 'performance', 'huge', 'overhead', 'fixing', 'nigeria', '’', 'ajaokuta', 'steel', 'mill', 'remained', 'promise', 'every']",-2.7755575615628914e-17,Neutral
Housing budget belies Tinubu’s campaign promises,Chuka Uroko,"Jan 14, 2024",President Bola Tinubu recently signed into law the N28.7 billion budget for 2024 which comprises N9.99 trillion for capital spending...,president bola tinubu recently signed law n287 billion budget 2024 comprises n999 trillion capital spending,"['president', 'bola', 'tinubu', 'recently', 'signed', 'law', 'n287', 'billion', 'budget', '2024', 'comprises', 'n999', 'trillion', 'capital', 'spending']",0.0,Neutral
"EFCC reopens corruption probe against ex-governors, ministers, shakes up political landscape",BusinessDay,"Jan 14, 2024","Economic and Financial Crimes Commission (EFCC) has reignited high-profile corruption cases involving former governors and ministers, potentially shaking the political...",economic financial crime commission efcc reignited highprofile corruption case involving former governor minister potentially shaking political,"['economic', 'financial', 'crime', 'commission', 'efcc', 'reignited', 'highprofile', 'corruption', 'case', 'involving', 'former', 'governor', 'minister', 'potentially', 'shaking', 'political']",0.04,Neutral
Corruption still huge drawback in Nigeria despite reforms,Emelike Obinna,"Jan 14, 2024","…Tinubu begins to ‘bite’ Since the return to civil rule in 1999, cases of misgovernance and corruption have characterised successive...",…tinubu begin ‘ bite ’ since return civil rule 1999 case misgovernance corruption characterised successive,"['…tinubu', 'begin', '‘', 'bite', '’', 'since', 'return', 'civil', 'rule', '1999', 'case', 'misgovernance', 'corruption', 'characterised', 'successive']",0.0,Neutral
How Supreme Court averted crisis in 9 states,Iwok Iniobong,"Jan 14, 2024","After over seven months of legal battles from the Election Tribunal to the Court of Appeal, eight governors are now...",seven month legal battle election tribunal court appeal eight governor,"['seven', 'month', 'legal', 'battle', 'election', 'tribunal', 'court', 'appeal', 'eight', 'governor']",0.2,Positive
"Crude oil prepayment facility: UBA, Afreximbank announce $2.25bn initial disbursement",Seyi John Salau,"Jan 14, 2024",United Bank for Africa Plc (UBA) and the African Export-Import Bank (Afreximbank) have announced an initial disbursement of $2.25 billion...,united bank africa plc uba african exportimport bank afreximbank announced initial disbursement 225 billion,"['united', 'bank', 'africa', 'plc', 'uba', 'african', 'exportimport', 'bank', 'afreximbank', 'announced', 'initial', 'disbursement', '225', 'billion']",0.0,Neutral
Dangote oil refinery begins production,Abubakar Ibrahim,"Jan 13, 2024","Dangote Petroleum Refinery, with 650,000 barrels per day, has commenced the production of refined petroleum products. The refinery received the...",dangote petroleum refinery 650000 barrel per day commenced production refined petroleum product refinery received,"['dangote', 'petroleum', 'refinery', '650000', 'barrel', 'per', 'day', 'commenced', 'production', 'refined', 'petroleum', 'product', 'refinery', 'received']",0.0,Neutral
Six top paid female Nigerian models making it big and quietly getting the bag!,Chioma Onuh,"Jan 13, 2024",There are few female models in Nigeria calling the shots and making huge income from the art. Here are six...,female model nigeria calling shot making huge income art six,"['female', 'model', 'nigeria', 'calling', 'shot', 'making', 'huge', 'income', 'art', 'six']",0.19999999999999998,Positive
7 unique Nigerian wonders,Esther Emoekpere,"Jan 13, 2024","Nigeria is not just the giant of Africa in size and population, it’s a colorful puzzle with many pieces. Beyond...",nigeria giant africa size population ’ colorful puzzle many piece beyond,"['nigeria', 'giant', 'africa', 'size', 'population', '’', 'colorful', 'puzzle', 'many', 'piece', 'beyond']",0.26666666666666666,Positive
Tinubu suspends all NSIP programs for six weeks,Anthony Ailemen,"Jan 12, 2024",President Bola Tinubu has ordered the suspension of all programmes administered by the National Social Investment Programme Agency (NSIPA). Segun...,president bola tinubu ordered suspension programme administered national social investment programme agency nsipa segun,"['president', 'bola', 'tinubu', 'ordered', 'suspension', 'programme', 'administered', 'national', 'social', 'investment', 'programme', 'agency', 'nsipa', 'segun']",0.03333333333333333,Neutral
"Supreme Court affirms Alex Otti’s as Abia governor, dismisses PDP appeal",Taofeek Oyedokun,"Jan 12, 2024",The Supreme Court has affirmed Alex Otti’s election as governor of Abia State in a judgement delivered on Friday (today)....,supreme court affirmed alex otti ’ election governor abia state judgement delivered friday today,"['supreme', 'court', 'affirmed', 'alex', 'otti', '’', 'election', 'governor', 'abia', 'state', 'judgement', 'delivered', 'friday', 'today']",0.0,Neutral
APC loses out as Supreme Court restores Mutfwang as Plateau Governor,Taofeek Oyedokun,"Jan 12, 2024",The Supreme Court overturned the Court of Appeal’s decision to remove Governor Caleb Mutfwang of Plateau State. In a judgement...,supreme court overturned court appeal ’ decision remove governor caleb mutfwang plateau state judgement,"['supreme', 'court', 'overturned', 'court', 'appeal', '’', 'decision', 'remove', 'governor', 'caleb', 'mutfwang', 'plateau', 'state', 'judgement']",0.0,Neutral
APC loses out as Supreme Court restores NNPP's Yusuf as Kano governor,Taofeek Oyedokun,"Jan 12, 2024","The Supreme Court has restored Abba Kabir Yusuf as the governor of Kano State. The apex court, in its final...",supreme court restored abba kabir yusuf governor kano state apex court final,"['supreme', 'court', 'restored', 'abba', 'kabir', 'yusuf', 'governor', 'kano', 'state', 'apex', 'court', 'final']",0.0,Neutral
Naira strengthens by 23.72% as demand moderates at official market,Hope Moses-Ashike,"Jan 12, 2024",Nigeria’s Naira strengthened by 23.72 percent as demand for dollars moderated at the official foreign Exchange (FX) market on Thursday....,nigeria ’ naira strengthened 2372 percent demand dollar moderated official foreign exchange fx market thursday,"['nigeria', '’', 'naira', 'strengthened', '2372', 'percent', 'demand', 'dollar', 'moderated', 'official', 'foreign', 'exchange', 'fx', 'market', 'thursday']",-0.125,Negative
eNaira ghost haunts stablecoin,Frank Eleanya,"Jan 12, 2024","cNGN, the stablecoin the Central Bank of Nigeria (CBN) is pushing through commercial banks and fintech companies, may still have...",cngn stablecoin central bank nigeria cbn pushing commercial bank fintech company may still,"['cngn', 'stablecoin', 'central', 'bank', 'nigeria', 'cbn', 'pushing', 'commercial', 'bank', 'fintech', 'company', 'may', 'still']",0.0,Neutral
Bond rally eludes Nigeria as FX crisis lingers,Lolade Akinmurele,"Jan 12, 2024",Foreign investors are showing no interest in Nigerian debt at a time when they are lapping up other emerging-market dollar...,foreign investor showing interest nigerian debt time lapping emergingmarket dollar,"['foreign', 'investor', 'showing', 'interest', 'nigerian', 'debt', 'time', 'lapping', 'emergingmarket', 'dollar']",-0.125,Negative
10 in-demand jobs as Nigerian firms seen hiring more,Bunmi Bailey,"Jan 12, 2024","With 2024 being projected as a year of economic recovery for Nigeria from the fallout of the Federal Government reforms,...",2024 projected year economic recovery nigeria fallout federal government reform,"['2024', 'projected', 'year', 'economic', 'recovery', 'nigeria', 'fallout', 'federal', 'government', 'reform']",0.2,Positive
Abia among top FDI magnets in Q3,Folake Balogun,"Jan 12, 2024","Lagos, Abuja, Abia, Ogun, Akwa Ibom, and Ekiti states attracted a total foreign investment of $654.7 million in the third...",lagos abuja abia ogun akwa ibom ekiti state attracted total foreign investment 6547 million third,"['lagos', 'abuja', 'abia', 'ogun', 'akwa', 'ibom', 'ekiti', 'state', 'attracted', 'total', 'foreign', 'investment', '6547', 'million', 'third']",-0.041666666666666664,Neutral
Nigeria dollar bonds fall seven consecutive days following EFCC raid on Dangote,BusinessDay,"Jan 11, 2024","Nigeria’s dollar bonds maturing 2025 have fallen for seven consecutive days for their longest losing streak since September, suggesting that...",nigeria ’ dollar bond maturing 2025 fallen seven consecutive day longest losing streak since september suggesting,"['nigeria', '’', 'dollar', 'bond', 'maturing', '2025', 'fallen', 'seven', 'consecutive', 'day', 'longest', 'losing', 'streak', 'since', 'september', 'suggesting']",0.0,Neutral
Biggest banks dominate trillion-naira club as stocks soar,Bunmi Bailey,"Jan 11, 2024",Three of Nigeria’s biggest banks have seen their market capitalisation hit the N1 trillion mark this year as stocks posted...,three nigeria ’ biggest bank seen market capitalisation hit n1 trillion mark year stock posted,"['three', 'nigeria', '’', 'biggest', 'bank', 'seen', 'market', 'capitalisation', 'hit', 'n1', 'trillion', 'mark', 'year', 'stock', 'posted']",0.0,Neutral
"CBN appoints Oni, Ringim, Imam, others to lead Union, Polaris, Keystone Banks",Kelvin Okojie,"Jan 11, 2024","After swiftly dissolving the boards of Polaris, Union, and Keystone banks, the Central Bank of Nigeria (CBN) has appointed new...",swiftly dissolving board polaris union keystone bank central bank nigeria cbn appointed new,"['swiftly', 'dissolving', 'board', 'polaris', 'union', 'keystone', 'bank', 'central', 'bank', 'nigeria', 'cbn', 'appointed', 'new']",0.06818181818181818,Neutral
Schools pause fee hikes as cost of living crisis worsens,Charles Ogwo,"Jan 11, 2024","As primary and secondary schools have resumed after the Christmas and New Year holidays, private school operators are putting the...",primary secondary school resumed christmas new year holiday private school operator putting,"['primary', 'secondary', 'school', 'resumed', 'christmas', 'new', 'year', 'holiday', 'private', 'school', 'operator', 'putting']",0.0590909090909091,Neutral
How Nigeria’s FX woes forced Cadbury to swap dollar loans for equity,BusinessDay,"Jan 10, 2024",Shareholders of Cadbury Nigeria Plc are to meet to vote in favour of a bid to convert foreign-currency loans from...,shareholder cadbury nigeria plc meet vote favour bid convert foreigncurrency loan,"['shareholder', 'cadbury', 'nigeria', 'plc', 'meet', 'vote', 'favour', 'bid', 'convert', 'foreigncurrency', 'loan']",0.0,Neutral
"EFCC releases Betta Edu, to report daily",Iwok Iniobong,"Jan 10, 2024","Betta Edu, the suspended Minister of humanitarian affairs and poverty alleviation, has been released on bail. This follows an investigation...",betta edu suspended minister humanitarian affair poverty alleviation released bail follows investigation,"['betta', 'edu', 'suspended', 'minister', 'humanitarian', 'affair', 'poverty', 'alleviation', 'released', 'bail', 'follows', 'investigation']",0.0,Neutral
"Naira crosses N1,000/$ mark again on official market",Hope Moses-Ashike,"Jan 10, 2024","The Nigerian   Naira extended its decline, crossing the N1,000 per dollar mark for the second time in 2024 on...",nigerian naira extended decline crossing n1000 per dollar mark second time 2024,"['nigerian', 'naira', 'extended', 'decline', 'crossing', 'n1000', 'per', 'dollar', 'mark', 'second', 'time', '2024']",0.0,Neutral
Rig count in delta fails to match Nigeria's 1.7mbpd target,Oladehinde Oladipo,"Jan 10, 2024",The decline in oil rigs in Nigeria is threatening the government’s move to raise oil production to 1.7 million barrels...,decline oil rig nigeria threatening government ’ move raise oil production 17 million barrel,"['decline', 'oil', 'rig', 'nigeria', 'threatening', 'government', '’', 'move', 'raise', 'oil', 'production', '17', 'million', 'barrel']",0.0,Neutral
"Cost, grid collapse test Tinubu’s electric vehicle rollout",Frank Eleanya,"Jan 10, 2024",The President Bola Tinubu-led government is planning to deploy commercial electric buses to alleviate transportation pressures many Nigerians are facing...,president bola tinubuled government planning deploy commercial electric bus alleviate transportation pressure many nigerian facing,"['president', 'bola', 'tinubuled', 'government', 'planning', 'deploy', 'commercial', 'electric', 'bus', 'alleviate', 'transportation', 'pressure', 'many', 'nigerian', 'facing']",0.25,Positive
"Edu, Umar-Farouq barred from international travel over fraud investigation",Kelvin Okojie,"Jan 10, 2024","The EFCC confiscated the passports of Betta Edu and her predecessor, Sadiya Umar-Farouq, amidst ongoing investigations into ministry scandals. This...",efcc confiscated passport betta edu predecessor sadiya umarfarouq amidst ongoing investigation ministry scandal,"['efcc', 'confiscated', 'passport', 'betta', 'edu', 'predecessor', 'sadiya', 'umarfarouq', 'amidst', 'ongoing', 'investigation', 'ministry', 'scandal']",0.0,Neutral
"Betta Edu: Zenith, Providus, Jaiz banks submit Humanitarian Affairs Ministry documents to EFCC",Godsgift Onyedinefu,"Jan 09, 2024","Top executives of Zenith Bank, Providus Bank, and Jaiz Bank presented to the Economic and Financial Crimes Commission (EFCC) transactions...",top executive zenith bank providus bank jaiz bank presented economic financial crime commission efcc transaction,"['top', 'executive', 'zenith', 'bank', 'providus', 'bank', 'jaiz', 'bank', 'presented', 'economic', 'financial', 'crime', 'commission', 'efcc', 'transaction']",0.2333333333333333,Positive
Tinubu cuts official travel delegation by more than half for all officials,Anthony Ailemen,"Jan 09, 2024",President Bola Tinubu on Tuesday ordered massive cut on official travel delegation which has reduced the number by about 60...,president bola tinubu tuesday ordered massive cut official travel delegation reduced number 60,"['president', 'bola', 'tinubu', 'tuesday', 'ordered', 'massive', 'cut', 'official', 'travel', 'delegation', 'reduced', 'number', '60']",0.0,Neutral
Five ways oil can jump-start the economy in 2024,Abubakar Ibrahim,"Jan 09, 2024","Nigeria, Africa’s largest oil producer, has long relied on crude oil to fuel its economy. However, recent years have seen...",nigeria africa ’ largest oil producer long relied crude oil fuel economy however recent year seen,"['nigeria', 'africa', '’', 'largest', 'oil', 'producer', 'long', 'relied', 'crude', 'oil', 'fuel', 'economy', 'however', 'recent', 'year', 'seen']",-0.25,Negative
Foreign investors’ exit from Nigerian stocks nears 3-yr high,Bunmi Bailey,"Jan 09, 2024",Foreign investment outflows from Nigerian stocks rose in November to the highest level in nearly three years despite reforms that...,foreign investment outflow nigerian stock rose november highest level nearly three year despite reform,"['foreign', 'investment', 'outflow', 'nigerian', 'stock', 'rose', 'november', 'highest', 'level', 'nearly', 'three', 'year', 'despite', 'reform']",0.19166666666666665,Positive
Soaring prices raise questions about Buhari’s rice pyramids,Cynthia Egboboh,"Jan 09, 2024","The rising price of rice, a staple food for many Nigerian households, has left many with questions about the Anchor...",rising price rice staple food many nigerian household left many question anchor,"['rising', 'price', 'rice', 'staple', 'food', 'many', 'nigerian', 'household', 'left', 'many', 'question', 'anchor']",0.3333333333333333,Positive
"Youngest minister in Tinubu’s cabinet suspended, faces EFCC today",Anthony Ailemen,"Jan 09, 2024","Betta Edu, the youngest minister in President Bola Tinubu’s cabinet, was suspended on Monday, less than five months after she...",betta edu youngest minister president bola tinubu ’ cabinet suspended monday less five month,"['betta', 'edu', 'youngest', 'minister', 'president', 'bola', 'tinubu', '’', 'cabinet', 'suspended', 'monday', 'less', 'five', 'month']",-0.16666666666666666,Negative
Nigerian banks suspend new applications for CBN Intervention funds,Hope Moses-Ashike,"Jan 08, 2024",Nigerian deposit money banks have halted accepting new loan applications under the Central Bank of Nigeria’s (CBN) development finance intervention...,nigerian deposit money bank halted accepting new loan application central bank nigeria ’ cbn development finance intervention,"['nigerian', 'deposit', 'money', 'bank', 'halted', 'accepting', 'new', 'loan', 'application', 'central', 'bank', 'nigeria', '’', 'cbn', 'development', 'finance', 'intervention']",0.06818181818181818,Neutral
"EFCC invites suspended minister, Betta Edu over N585m scandal",Olamide Ologunagbe,"Jan 08, 2024",The Economic and Financial Crimes Commission (EFCC) has invited Betta Edu to its Abuja headquarters regarding an alleged N585m scandal....,economic financial crime commission efcc invited betta edu abuja headquarters regarding alleged n585m scandal,"['economic', 'financial', 'crime', 'commission', 'efcc', 'invited', 'betta', 'edu', 'abuja', 'headquarters', 'regarding', 'alleged', 'n585m', 'scandal']",0.03333333333333333,Neutral
